No de client;Produit;Date; QuantitÇ ;Prix unitaire;Panne = U;Actif = 0;CapacitÇ citerne;Automatique = 1;Limite degrÇs jour;Degres jour cumulÇs;Temperature
220471;G;19-02-19;1.000;0;59120 ?;;0;0;0;0;13
220754;G;19-02-19;2.000;0;59120 ?;;0;0;0;0;13
221400;G;19-02-19;1.000;0;59380 ?;;0;0;0;0;13
222321;G;19-02-19;1.000;0;59120 ?;;0;0;0;0;13
222596;G;19-02-19;500;0;59120 ?;;0;0;0;0;13
223108;GX;19-02-19;4.402;0;57000 ?;;0;0;0;0;13
223108;G;19-02-19;7.500;0;56770 ?;;0;0;0;0;13
223180;G;19-02-19;1.711;0;59120 ?;;0;0;0;0;13
224861;G;19-02-19;500;0;59120 ?;;0;0;0;0;13
224995;G;19-02-19;972;0;59120 ?;;0;0;0;0;13
225320;G;19-02-19;500;0;58920 ?;;0;0;0;0;13
225610;G;19-02-19;2.500;0;47130 ?;;0;0;0;0;13
225610;G;19-02-19;-2.000;0;46030 ?;;0;0;0;0;13
226755;G;19-02-19;1.000;0;59120 ?;;0;0;0;0;13
227132;G;19-02-19;2.000;0;59120 ?;;0;0;0;0;13
227892;G;19-02-19;500;0;59120 ?;;0;0;0;0;13
228197;G;19-02-19;500;0;58920 ?;U;0;0;0;0;13
229979;G;19-02-19;964;0;51000 ?;U;0;0;0;0;13
230816;G;19-02-19;1.000;0;59380 ?;;0;0;0;0;13
231165;G;19-02-19;2.000;0;59120 ?;;0;0;0;0;13
231418;G;19-02-19;1.346;0;59120 ?;;0;0;0;0;13
231439;G;19-02-19;1.000;0;59120 ?;U;0;0;0;0;13
231814;G;19-02-19;500;0;59120 ?;;0;0;0;0;13
232323;GX;19-02-19;3.000;0;59360 ?;;0;0;0;0;13
232911;G;19-02-19;1.800;0;59120 ?;U;0;0;0;0;13
233038;G;19-02-19;1.000;0;59380 ?;U;0;0;0;0;13
233242;G;19-02-19;500;0;59120 ?;;0;0;0;0;13
233330;G;19-02-19;1.000;0;59380 ?;;0;0;0;0;13
234071;GX;19-02-19;200;0;59360 ?;;0;0;0;0;13
234184;G;19-02-19;800;0;59120 ?;;0;0;0;0;13
234294;G;19-02-19;3.000;0;54420 ?;U;0;0;0;0;13
234457;G;19-02-19;2.000;0;59380 ?;;0;0;0;0;13
235147;G;19-02-19;4.000;0;57030 ?;U;0;0;0;0;13
235156;G;19-02-19;500;0;58920 ?;;0;0;0;0;13
235256;G;19-02-19;1.000;0;59380 ?;;0;0;0;0;13
235777;G;19-02-19;1.000;0;59120 ?;;0;0;0;0;13
235984;G;19-02-19;500;0;59120 ?;;0;0;0;0;13
235986;G;19-02-19;1.000;0;58920 ?;;0;0;0;0;13
235987;G;19-02-19;1.000;0;59120 ?;;0;0;0;0;13
235988;G;19-02-19;1.000;0;58920 ?;;0;0;0;0;13
235989;G;19-02-19;500;0;59120 ?;;0;0;0;0;13
2010;GX;20-02-19;1.500;0;51530 ?;;0;0;0;0;11
3642;G;20-02-19;2.000;0;58920 ?;;0;0;0;0;11
4907;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
9004;G;20-02-19;1.200;0;58920 ?;;0;0;0;0;11
12487;G;20-02-19;4.504;0;56770 ?;;0;3300;0;2475;11
18349;G;20-02-19;1.000;0;58920 ?;U;0;0;0;0;11
19381;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
22198;GX;20-02-19;50;0;58930 ?;;0;0;0;0;11
22198;GX;20-02-19;25;0;58930 ?;;0;0;0;0;11
55189;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
61019;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
61276;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
63200;G;20-02-19;2.000;0;58920 ?;;0;0;0;0;11
63295;G;20-02-19;1.000;0;59120 ?;U;0;0;0;0;11
63863;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
100860;G;20-02-19;6.400;0;56770 ?;;0;0;0;0;11
210450;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
210659;G;20-02-19;4.000;0;56570 ?;U;0;0;0;0;11
210659;G;20-02-19;13.500;0;56570 ?;;0;0;0;0;11
212278;G;20-02-19;9.353;0;56770 ?;;0;0;0;0;11
212278;G;20-02-19;16.063;0;56570 ?;;0;0;0;0;11
212278;GX;20-02-19;3.380;0;56580 ?;;0;0;0;0;11
213051;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
215129;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
215674;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
216123;G;20-02-19;1.907;0;56570 ?;;0;0;0;0;11
216442;G;20-02-19;1.490;0;59120 ?;;0;0;0;0;11
218027;G;20-02-19;500;0;58920 ?;U;0;0;0;0;11
219651;G;20-02-19;1.000;0;59120 ?;U;0;0;0;0;11
219754;G;20-02-19;1.000;0;59120 ?;U;0;0;0;0;11
220779;G;20-02-19;761;0;58920 ?;;0;0;0;0;11
221041;G;20-02-19;1.000;0;59120 ?;;0;0;0;0;11
222335;G;20-02-19;1.000;0;53220 ?;;0;0;0;0;11
222612;G;20-02-19;2.000;0;53220 ?;;0;0;0;0;11
222826;G;20-02-19;2.000;0;58920 ?;;0;0;0;0;11
223108;G;20-02-19;2.500;0;56570 ?;;0;0;0;0;11
223108;GX;20-02-19;7.500;0;56580 ?;;0;0;0;0;11
223640;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
224138;G;20-02-19;500;0;58920 ?;U;0;0;0;0;11
225010;G;20-02-19;1.500;0;59120 ?;U;0;0;0;0;11
225020;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
225397;G;20-02-19;2.500;0;56770 ?;U;0;0;0;0;11
225490;G;20-02-19;2.000;0;54420 ?;U;0;0;0;0;11
225925;G;20-02-19;500;0;58920 ?;U;0;0;0;0;11
226389;G;20-02-19;1.162;0;59120 ?;;0;0;0;0;11
226987;GX;20-02-19;1.000;0;59360 ?;;0;0;0;0;11
227384;G;20-02-19;2.000;0;58920 ?;;0;0;0;0;11
227901;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
228896;G;20-02-19;1.000;0;59120 ?;;0;0;0;0;11
229424;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
229979;G;20-02-19;1.180;0;51000 ?;;0;0;0;0;11
230329;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
230919;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
231907;G;20-02-19;940;0;55420 ?;;0;0;0;0;11
232043;G;20-02-19;1.816;0;58920 ?;;0;0;0;0;11
232286;G;20-02-19;1.000;0;55420 ?;;0;0;0;0;11
232652;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
232670;G;20-02-19;1.000;0;59120 ?;;0;0;0;0;11
232916;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
233045;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
233131;G;20-02-19;500;0;58920 ?;U;0;0;0;0;11
233701;G;20-02-19;500;0;59120 ?;;0;0;0;0;11
233956;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
234119;G;20-02-19;1.000;0;59120 ?;U;0;0;0;0;11
234399;G;20-02-19;1.500;0;53220 ?;;0;0;0;0;11
234567;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
234648;G;20-02-19;954;0;58920 ?;;0;0;0;0;11
234938;G;20-02-19;2.500;0;58920 ?;;0;0;0;0;11
235503;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
235591;G;20-02-19;800;0;58920 ?;;0;0;0;0;11
235608;G;20-02-19;1.000;0;56770 ?;;0;0;0;0;11
235611;G;20-02-19;1.000;0;56770 ?;;0;0;0;0;11
235684;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
235687;G;20-02-19;500;0;58920 ?;U;0;0;0;0;11
235720;G;20-02-19;500;0;59120 ?;U;0;0;0;0;11
235990;G;20-02-19;2.000;0;56570 ?;;0;0;0;0;11
235992;G;20-02-19;1.500;0;53220 ?;;0;0;0;0;11
235993;G;20-02-19;500;0;58920 ?;;0;0;0;0;11
900907;G;20-02-19;1.000;0;58920 ?;;0;0;0;0;11
901038;G;20-02-19;500;0;58920 ?;U;0;0;0;0;11
18229;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
54876;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
60793;G;21-02-19;7.735;0;56570 ?;;0;0;0;0;10
60793;GX;21-02-19;3.001;0;56580 ?;;0;0;0;0;10
60793;G;21-02-19;5.002;0;56570 ?;;0;0;0;0;10
60793;GX;21-02-19;4.801;0;56580 ?;;0;0;0;0;10
62111;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
100704;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
100860;G;21-02-19;2.160;0;56570 ?;;0;0;0;0;10
102926;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
210583;G;21-02-19;3.000;0;58920 ?;;0;0;0;0;10
210665;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
212278;G;21-02-19;9.175;0;56570 ?;;0;0;0;0;10
212947;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
215032;GX;21-02-19;50;0;58930 ?;;0;0;0;0;10
215032;GX;21-02-19;50;0;58930 ?;;0;0;0;0;10
215091;G;21-02-19;2.000;0;58920 ?;;0;0;0;0;10
215229;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
216607;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
217165;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
217831;G;21-02-19;2.000;0;58920 ?;;0;0;0;0;10
218497;G;21-02-19;2.000;0;56570 ?;U;0;0;0;0;10
218775;G;21-02-19;2.000;0;58920 ?;;0;0;0;0;10
218777;GX;21-02-19;2.000;0;51420 ?;;0;0;0;0;10
219384;G;21-02-19;2.000;0;58920 ?;;0;0;0;0;10
220074;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
221000;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
221261;G;21-02-19;1.835;0;56570 ?;U;0;0;0;0;10
221641;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
222839;GX;21-02-19;125;0;58930 ?;;0;0;0;0;10
224514;G;21-02-19;2.434;0;56570 ?;U;0;0;0;0;10
224619;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
225021;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
225407;GX;21-02-19;250;0;58930 ?;;0;0;0;0;10
225904;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
226927;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
226928;G;21-02-19;3.986;0;58920 ?;;0;0;0;0;10
227527;G;21-02-19;1.500;0;53220 ?;;0;0;0;0;10
227528;G;21-02-19;1.000;0;53220 ?;;0;0;0;0;10
228090;G;21-02-19;500;0;58920 ?;U;0;0;0;0;10
228596;G;21-02-19;1.000;0;58920 ?;U;0;0;0;0;10
228639;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
228665;G;21-02-19;2.000;0;58920 ?;;0;0;0;0;10
228769;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
228960;G;21-02-19;1.500;0;53220 ?;;0;0;0;0;10
229110;G;21-02-19;1.700;0;58920 ?;;0;0;0;0;10
229197;G;21-02-19;1.095;0;58920 ?;;0;0;0;0;10
229567;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
230630;G;21-02-19;1.000;0;58920 ?;U;0;0;0;0;10
230632;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
230731;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
231091;G;21-02-19;1.000;0;58920 ?;U;0;0;0;0;10
231227;G;21-02-19;1.000;0;58920 ?;U;0;0;0;0;10
231360;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
231897;G;21-02-19;2.000;0;54220 ?;U;0;0;0;0;10
231941;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
231966;G;21-02-19;1.500;0;58920 ?;;0;0;0;0;10
232306;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
232489;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
233032;G;21-02-19;3.000;0;58920 ?;;0;0;0;0;10
233280;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
233378;G;21-02-19;1.000;0;58920 ?;U;0;0;0;0;10
233529;G;21-02-19;1.000;0;58920 ?;;0;0;0;0;10
234233;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
234281;G;21-02-19;1.000;0;53220 ?;;0;0;0;0;10
234529;G;21-02-19;700;0;58920 ?;;0;0;0;0;10
234672;G;21-02-19;1.465;0;58920 ?;U;0;0;0;0;10
234674;G;21-02-19;1.000;0;58920 ?;U;0;0;0;0;10
235994;G;21-02-19;999;0;58920 ?;;0;0;0;0;10
235995;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
235996;G;21-02-19;2.000;0;56570 ?;;0;0;0;0;10
235997;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
235998;G;21-02-19;500;0;58920 ?;;0;0;0;0;10
3144;G;22-02-19;3.500;0;56820 ?;U;0;0;0;0;12
6347;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
10069;G;22-02-19;911;0;59180 ?;;0;0;0;0;12
12487;G;22-02-19;5.001;0;49970 ?;;0;0;0;0;12
16218;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
51569;G;22-02-19;2.000;0;59180 ?;;0;0;0;0;12
54639;GX;22-02-19;50;0;59200 ?;;0;0;0;0;12
59567;G;22-02-19;500;0;59180 ?;U;0;0;0;0;12
60793;G;22-02-19;6.111;0;56820 ?;;0;0;0;0;12
60793;GX;22-02-19;4.001;0;56850 ?;;0;0;0;0;12
63151;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
64091;G;22-02-19;1.000;0;59180 ?;U;0;0;0;0;12
100860;G;22-02-19;1.500;0;56820 ?;;0;0;0;0;12
101495;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
101899;GX;22-02-19;2.000;0;53230 ?;;0;0;0;0;12
212112;G;22-02-19;900;0;59180 ?;;0;0;0;0;12
212278;G;22-02-19;20.862;0;50220 ?;;0;0;0;0;12
212278;G;22-02-19;7.161;0;56820 ?;;0;0;0;0;12
212278;GX;22-02-19;2.094;0;56850 ?;;0;0;0;0;12
212876;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
214430;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
215032;GX;22-02-19;100;0;59200 ?;;0;0;0;0;12
215989;G;22-02-19;800;0;57180 ?;;0;0;0;0;12
218519;G;22-02-19;3.000;0;59180 ?;;0;0;0;0;12
218519;GX;22-02-19;500;0;53700 ?;;0;0;0;0;12
219649;GX;22-02-19;100;0;59200 ?;;0;0;0;0;12
220808;G;22-02-19;2.000;0;59180 ?;;0;0;0;0;12
220855;GX;22-02-19;500;0;59200 ?;;0;0;0;0;12
222215;G;22-02-19;2.000;0;59180 ?;;0;0;0;0;12
223108;GX;22-02-19;5.200;0;56850 ?;;0;0;0;0;12
223108;G;22-02-19;5.000;0;56820 ?;;0;0;0;0;12
223116;G;22-02-19;1.000;0;59180 ?;;0;0;0;0;12
224057;G;22-02-19;500;0;58410 ?;;0;0;0;0;12
224417;G;22-02-19;1.000;0;59180 ?;;0;0;0;0;12
224527;G;22-02-19;1.129;0;59180 ?;;0;0;0;0;12
225253;G;22-02-19;500;0;59180 ?;U;0;0;0;0;12
225858;G;22-02-19;2.000;0;59180 ?;;0;0;0;0;12
226029;G;22-02-19;2.000;0;59180 ?;;0;0;0;0;12
226821;G;22-02-19;1.000;0;59180 ?;;0;0;0;0;12
226885;G;22-02-19;3.200;0;59180 ?;;0;0;0;0;12
230494;G;22-02-19;500;0;58410 ?;;0;0;0;0;12
231214;G;22-02-19;1.713;0;56820 ?;U;0;0;0;0;12
232012;G;22-02-19;500;0;58410 ?;;0;0;0;0;12
232380;G;22-02-19;1.000;0;59180 ?;U;0;0;0;0;12
233079;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
233164;G;22-02-19;1.000;0;59180 ?;;0;0;0;0;12
233221;G;22-02-19;500;0;56680 ?;;0;0;0;0;12
233222;G;22-02-19;500;0;56680 ?;;0;0;0;0;12
234086;G;22-02-19;3.000;0;56820 ?;U;0;0;0;0;12
234321;G;22-02-19;1.500;0;59180 ?;U;0;0;0;0;12
234385;G;22-02-19;2.000;0;59180 ?;;0;0;0;0;12
234619;G;22-02-19;500;0;59180 ?;U;0;0;0;0;12
234846;G;22-02-19;1.000;0;59180 ?;;0;0;0;0;12
235546;G;22-02-19;500;0;59180 ?;;0;0;0;0;12
235647;G;22-02-19;300;0;67520 ?;;0;0;0;0;12
235999;G;22-02-19;500;0;59180 ?;U;0;0;0;0;12
236000;G;22-02-19;500;0;59120 ?;U;0;0;0;0;12
900942;G;22-02-19;1.000;0;59180 ?;;0;0;0;0;12
18241;G;23-02-19;1.000;0;59460 ?;U;0;0;0;0;13
50619;G;23-02-19;1.500;0;59460 ?;;0;0;0;0;13
215719;G;23-02-19;1.000;0;59460 ?;U;0;0;0;0;13
226221;G;23-02-19;2.000;0;57110 ?;U;0;0;0;0;13
227954;G;23-02-19;1.000;0;59460 ?;U;0;0;0;0;13
231138;G;23-02-19;500;0;56680 ?;;0;0;0;0;13
235172;G;23-02-19;1.500;0;59490 ?;U;0;0;0;0;13
236001;G;23-02-19;1.000;0;56680 ?;;0;5000;1;649;13
236002;G;23-02-19;500;0;59460 ?;U;0;0;0;0;13
236003;G;23-02-19;2.000;0;59460 ?;U;0;0;0;0;13
1057;G;25-02-19;2.000;0;59460 ?;;0;0;0;0;15
5004;G;25-02-19;922;0;52270 ?;;0;0;0;0;15
22198;GX;25-02-19;100;0;59470 ?;;0;0;0;0;15
50975;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
53388;G;25-02-19;1.000;0;58410 ?;;0;0;0;0;15
53534;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
54752;G;25-02-19;2.200;0;59460 ?;;0;0;0;0;15
59567;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
59759;G;25-02-19;2.087;0;59460 ?;;0;0;0;0;15
60793;G;25-02-19;2.508;0;57110 ?;;0;0;0;0;15
60793;GX;25-02-19;3.500;0;57120 ?;;0;0;0;0;15
61244;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
61340;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
61402;G;25-02-19;1.656;0;54760 ?;;0;0;0;0;15
62975;G;25-02-19;500;0;59460 ?;U;0;0;0;0;15
63821;G;25-02-19;3.187;0;59460 ?;;0;0;0;0;15
63873;G;25-02-19;2.000;0;59460 ?;;0;0;0;0;15
100287;G;25-02-19;2.000;0;59460 ?;;0;0;0;0;15
100493;G;25-02-19;600;0;58410 ?;;0;0;0;0;15
100860;G;25-02-19;3.000;0;57110 ?;;0;0;0;0;15
100911;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
101898;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
210290;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
210502;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
211560;G;25-02-19;7.026;0;57110 ?;;0;0;0;0;15
212113;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
212228;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
212278;G;25-02-19;17.843;0;57110 ?;;0;0;0;0;15
212278;GX;25-02-19;3.353;0;57120 ?;;0;0;0;0;15
212730;GX;25-02-19;25;0;57120 ?;;0;0;0;0;15
212744;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
213214;G;25-02-19;1.000;0;58410 ?;;0;0;0;0;15
213372;GX;25-02-19;10.000;0;57120 ?;;0;0;0;0;15
213877;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
214238;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
214248;G;25-02-19;2.500;0;51070 ?;;0;0;0;0;15
215027;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
215111;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
215427;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
215833;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
216820;G;25-02-19;1.000;0;59460 ?;U;0;0;0;0;15
217181;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
217996;G;25-02-19;649;0;59460 ?;U;0;0;0;0;15
218053;G;25-02-19;1.100;0;59460 ?;;0;0;0;0;15
218054;G;25-02-19;2.000;0;57110 ?;U;0;0;0;0;15
218107;G;25-02-19;1.500;0;59460 ?;;0;0;0;0;15
218176;G;25-02-19;1.000;0;59460 ?;U;0;0;0;0;15
218804;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
219162;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
219177;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
219476;GX;25-02-19;1.000;0;59470 ?;;0;0;0;0;15
219640;G;25-02-19;1.000;0;59460 ?;U;0;0;0;0;15
220109;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
220730;G;25-02-19;1.853;0;59460 ?;;0;0;0;0;15
221171;G;25-02-19;2.000;0;54760 ?;;0;0;0;0;15
221175;G;25-02-19;800;0;53760 ?;;0;0;0;0;15
221703;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
221704;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
222429;GX;25-02-19;2.000;0;59470 ?;;0;0;0;0;15
222662;G;25-02-19;931;0;53760 ?;;0;0;0;0;15
222916;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
223829;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
224280;G;25-02-19;1.000;0;53760 ?;;0;0;0;0;15
224427;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
224565;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
224716;G;25-02-19;500;0;59660 ?;U;0;0;0;0;15
224922;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
224930;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
225140;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
225157;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
225370;GX;25-02-19;1.800;0;59470 ?;;0;0;0;0;15
225439;G;25-02-19;1.544;0;59460 ?;;0;0;0;0;15
225440;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
226032;G;25-02-19;2.000;0;59460 ?;;0;0;0;0;15
226786;G;25-02-19;500;0;59460 ?;U;0;0;0;0;15
227436;G;25-02-19;600;0;59460 ?;;0;0;0;0;15
227489;G;25-02-19;2.200;0;59460 ?;;0;0;0;0;15
228401;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
228689;G;25-02-19;2.000;0;59460 ?;;0;0;0;0;15
229407;G;25-02-19;1.000;0;59460 ?;U;0;0;0;0;15
229694;G;25-02-19;1.500;0;56960 ?;;0;0;0;0;15
229704;G;25-02-19;1.961;0;59460 ?;;0;0;0;0;15
230064;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
230405;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
230695;G;25-02-19;2.114;0;59460 ?;;0;0;0;0;15
230765;G;25-02-19;2.000;0;59460 ?;;0;0;0;0;15
231749;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
231896;G;25-02-19;11.308;0;51100 ?;;0;0;0;0;15
232110;G;25-02-19;1.300;0;58410 ?;;0;0;0;0;15
232164;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
232206;G;25-02-19;500;0;56960 ?;;0;0;0;0;15
232505;G;25-02-19;1.000;0;56460 ?;;0;0;0;0;15
232702;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
232741;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
232907;GX;25-02-19;2.000;0;59470 ?;U;0;0;0;0;15
233108;G;25-02-19;900;0;59460 ?;;0;0;0;0;15
233318;G;25-02-19;775;0;59460 ?;;0;0;0;0;15
233398;G;25-02-19;1.000;0;56460 ?;;0;0;0;0;15
233834;G;25-02-19;600;0;59460 ?;;0;0;0;0;15
233873;G;25-02-19;1.000;0;59460 ?;;0;2350;1;500;15
233874;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
234071;GX;25-02-19;200;0;59470 ?;;0;0;0;0;15
234250;G;25-02-19;800;0;59460 ?;;0;0;0;0;15
234519;G;25-02-19;1.000;0;59460 ?;U;0;0;0;0;15
235069;G;25-02-19;1.000;0;59460 ?;;0;0;0;0;15
235158;G;25-02-19;2.000;0;59460 ?;;0;0;0;0;15
235223;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
235451;GX;25-02-19;700;0;58650 ?;;0;0;0;0;15
235475;G;25-02-19;1.000;0;58410 ?;;0;0;0;0;15
235709;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
235718;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
236004;G;25-02-19;500;0;59460 ?;;0;0;0;0;15
236005;G;25-02-19;500;0;59460 ?;U;0;0;0;0;15
236006;G;25-02-19;500;0;58410 ?;;0;0;0;0;15
900349;G;25-02-19;1.500;0;59460 ?;;0;0;0;0;15
900407;G;25-02-19;2.000;0;57110 ?;U;0;0;0;0;15
900430;G;25-02-19;500;0;59460 ?;U;0;0;0;0;15
1105;G;26-02-19;1.000;0;52710 ?;;0;0;0;0;12
12162;G;26-02-19;1.000;0;52710 ?;;0;0;0;0;12
12487;G;26-02-19;4.971;0;56060 ?;;0;0;0;0;12
20271;G;26-02-19;2.000;0;58410 ?;;0;0;0;0;12
22198;GX;26-02-19;25;0;58400 ?;;0;0;0;0;12
51909;G;26-02-19;1.200;0;52710 ?;;0;0;0;0;12
52915;G;26-02-19;1.192;0;52710 ?;;0;0;0;0;12
52929;G;26-02-19;1.700;0;52710 ?;;0;0;0;0;12
53590;G;26-02-19;1.200;0;52710 ?;;0;0;0;0;12
53921;G;26-02-19;4.000;0;58410 ?;;0;0;0;0;12
54408;G;26-02-19;500;0;58410 ?;;0;0;0;0;12
59525;G;26-02-19;1.000;0;58410 ?;;0;0;0;0;12
59559;G;26-02-19;1.000;0;58410 ?;;0;0;0;0;12
59645;G;26-02-19;1.500;0;52710 ?;;0;0;0;0;12
60793;GX;26-02-19;7.006;0;56050 ?;;0;0;0;0;12
61208;G;26-02-19;1.000;0;52710 ?;;0;0;0;0;12
61548;G;26-02-19;1.000;0;52710 ?;;0;0;0;0;12
63288;G;26-02-19;500;0;58410 ?;;0;0;0;0;12
63358;G;26-02-19;2.000;0;58410 ?;;0;0;0;0;12
100557;G;26-02-19;1.000;0;58410 ?;;0;0;0;0;12
100860;G;26-02-19;400;0;56310 ?;;0;0;0;0;12
100975;G;26-02-19;2.000;0;56060 ?;;0;0;0;0;12
210929;G;26-02-19;1.000;0;58410 ?;;0;0;0;0;12
211853;G;26-02-19;3.182;0;58660 ?;;0;0;0;0;12
213827;G;26-02-19;1.500;0;58410 ?;;0;0;0;0;12
214246;G;26-02-19;1.200;0;52710 ?;;0;0;0;0;12
215032;GX;26-02-19;75;0;58650 ?;;0;0;0;0;12
216672;G;26-02-19;500;0;58410 ?;;0;0;0;0;12
217301;G;26-02-19;1.000;0;58660 ?;;0;0;0;0;12
218619;G;26-02-19;500;0;58410 ?;;0;0;0;0;12
218856;G;26-02-19;500;0;58410 ?;;0;0;0;0;12
220893;G;26-02-19;500;0;58410 ?;;0;0;0;0;12
221111;G;26-02-19;1.000;0;58660 ?;U;0;0;0;0;12
221199;G;26-02-19;500;0;58410 ?;;0;0;0;0;12
221554;G;26-02-19;1.000;0;58660 ?;;0;0;0;0;12
